usr,lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,runqsz,freemem,freeswap,phi_1,phi_2,phi_3,phi_4
74,20,1,2232,204,103,5.2,4.8,349753,173656,1.5,518,1706722,0.904689461,0.678814678,0.711912234,0.973183829
86,4,0,1012,137,112,2.6,0.8,78025,6260,1.6,587,1707112,0.90489619,0.678876299,0.711954631,0.973205994
88,3,1,544,92,73,1.8,1.8,247617,175885,2,3549,1707638,0.905175009,0.678959373,0.712011807,0.97323586
56,48,44,5793,705,325,13.4,34.8,251986,151431,1,1188,1708427,0.905593238,0.679083911,0.712097557,0.973280597
94,5,5,2175,83,77,0.6,0.6,17319,29789,1.5,425,1708694,0.905734768,0.679126036,0.712126572,0.973295719
90,254,59,4072,333,311,0.6,0.6,183534,202268,2,2422,1708712,0.905744309,0.679128875,0.712128528,0.973296738
93,1,0,1293,59,49,0.6,1,3767,14409,2.4,1268,1708766,0.905772933,0.679137393,0.712134396,0.973299795
84,3,2,1527,122,145,0.2,0.2,413659,365236,3,135,1708843,0.905813749,0.679149539,0.712142763,0.973304154
96,0,0,319,57,14,0.2,0.2,352084,12848,1.4,9231,1708942,0.905866226,0.679165153,0.712153521,0.973309757
89,40,55,2672,161,146,0.4,0.4,74895,196953,1.5,194,1709248,0.906028429,0.679213407,0.712186769,0.973327069
85,212,208,4232,406,255,1.2,2,388291,161853,3.4,422,1709832,0.906337992,0.679305463,0.712250219,0.973360076
75,7,0,2820,373,332,6.8,1.8,173582,20888,4.2,143,1709878,0.906362376,0.679312712,0.712255216,0.973362674
86,1,0,2634,255,127,1,3.6,174672,33215,1.4,415,1709944,0.906397361,0.679323112,0.712262386,0.973366401
90,6,1,1279,180,157,4,1.2,94575,6400,1,7196,1710033,0.906444537,0.679337135,0.712272054,0.973371427
90,3,1,388,31,24,1.6,1.6,49659,58793,1,7544,1710437,0.906658687,0.679400778,0.71231594,0.973394227
91,1,0,2450,128,113,0.4,0.4,23110,26628,1,791,1710746,0.90682248,0.67944944,0.712349504,0.973411653
88,1,0,2282,401,210,0.2,0.2,12692,54386,1.6,235,1710835,0.906869657,0.679463453,0.712359171,0.97341667
98,0,0,158,13,15,0.2,0.2,448,6400,1,7240,1711344,0.907139465,0.679543575,0.712414452,0.973445344
83,15,12,3957,339,346,3,1.4,321703,342201,4.2,1406,1711489,0.907216325,0.679566393,0.712430199,0.973453506
92,2,0,1680,400,299,0.6,0.6,11734,13465,3.6,369,1711518,0.907231698,0.679570956,0.712433349,0.973455139
82,20,8,2806,306,272,5.2,8.6,214889,130687,1.2,193,1711538,0.907242299,0.679574103,0.712435521,0.973456264
76,198,38,4220,448,341,2.6,1.2,228047,193897,1.5,137,1711541,0.907243889,0.679574575,0.712435846,0.973456433
74,6,0,2098,190,110,6.4,24,158411,22867,1,354,1712285,0.907638265,0.679691603,0.712516636,0.973498273
91,25,20,1423,187,171,0.2,0.2,122096,137418,1.6,532,1712952,0.907991824,0.679796452,0.712589052,0.973535726
63,53,8,5116,612,442,12.6,8.2,266963,24095,5.8,2778,1712976,0.908004546,0.679800223,0.712591658,0.973537072
93,2,0,1539,132,116,1.8,0.6,117877,17639,1,151,1713203,0.908124873,0.679835892,0.712616301,0.973549806
86,75,32,1442,166,163,0.4,0.4,392078,277539,3.8,251,1713242,0.908145546,0.679842019,0.712620534,0.973551993
95,4,3,1107,80,54,0.4,0.4,3303,23337,1,2467,1713362,0.908209155,0.679860871,0.712633561,0.973558722
98,11,15,188,15,41,0.2,0.2,2710,8658,1,3557,1713731,0.908404752,0.679918828,0.712673615,0.973579401
74,7,0,3216,570,72,6.8,21.2,1510447,52634,2.8,201,1714208,0.908657597,0.679993719,0.712725387,0.973606109
76,6,0,5415,412,328,3.2,2,290997,97991,1.3,164,1714381,0.9087493,0.680020873,0.712744163,0.973615788
85,12,1,2512,284,244,2.81,3.81,94187,98275,1.5,1316,1715684,0.909439987,0.680225257,0.712885553,0.973688581
87,4,2,674,79,49,2.6,2.6,191341,147817,1.2,5280,1715962,0.909587348,0.680268832,0.712915714,0.973704085
63,38,0,4582,288,141,10.22,29.06,639671,86484,3.6,142,1716182,0.909703964,0.680303308,0.712939581,0.973716348
91,15,14,2423,566,248,0.2,0.2,649934,653520,1.8,430,1716253,0.909741599,0.680314433,0.712947283,0.973720305
0,14,5,1030,198,179,1.2,1,166905,30638,563,90,1716347,0.909791426,0.680329161,0.71295748,0.973725542
87,1,0,2804,352,410,0.4,2,37461,53614,2.6,1969,1716600,0.909925535,0.680368794,0.712984925,0.973739633
75,68,83,3135,244,162,5.41,14.83,171541,96875,1,365,1716736,0.909997625,0.680390095,0.712999677,0.973747204
91,1,0,356,31,31,1.8,1.8,44217,20023,1,7303,1717275,0.910283335,0.680474491,0.713058138,0.97377719
94,1,0,1592,93,69,0.4,1.8,39733,37995,1.2,2906,1717702,0.910509677,0.680541322,0.713104447,0.97380092
81,6,1,4322,387,274,3.41,3.21,211938,119371,1,679,1718720,0.911049293,0.680700548,0.713214832,0.973857409
85,9,7,1106,85,60,0.2,0.2,96962,23460,1.8,2644,1718893,0.911140996,0.680727592,0.713233589,0.973866996
90,0,0,4209,231,178,0.4,0.6,142503,229720,2.4,152,1719106,0.911253901,0.680760884,0.713256681,0.973878796
94,10,8,1672,118,71,0.2,0.2,5970,17463,2,1551,1719349,0.911382709,0.680798858,0.713283025,0.973892251
76,12,3,4338,319,246,1.6,2.2,346697,139861,6.4,465,1719680,0.911558164,0.680850569,0.713318905,0.973910567
92,16,5,2596,172,101,2.6,5.4,367523,68362,3.6,852,1720032,0.91174475,0.680905545,0.71335706,0.973930032
78,19,18,3858,222,151,1.2,1.2,437045,78441,2.3,155,1720094,0.911777615,0.680915226,0.71336378,0.973933459
95,4,3,294,29,54,0.6,0.4,45310,30398,1.4,7511,1720221,0.911844934,0.680935056,0.713377545,0.973940477
88,1,0,3567,339,304,0.6,2.2,28929,36591,1,271,1720376,0.911927096,0.680959254,0.713394344,0.97394904
87,14,13,6360,217,166,0.6,0.6,77756,74474,1.8,766,1722362,0.912979823,0.68126901,0.71360954,0.974058507
89,9,8,1428,85,67,0.8,1.4,12357,29920,2,324,1722474,0.913039192,0.681286462,0.713621673,0.974064667
91,18,14,2064,121,90,1,0.8,56872,28574,1.4,1269,1723224,0.913436747,0.681403285,0.713702912,0.974105877
83,13,11,2756,371,195,1.8,0.8,1317864,988960,1.3,572,1723630,0.913651957,0.681466492,0.713746885,0.974128158
94,1,0,3244,165,188,0.2,0.2,70909,156108,3,2892,1723842,0.913764333,0.681499488,0.713769844,0.974139785
97,1,0,209,30,27,0.2,0.2,13961,14007,1.2,7420,1724002,0.913849145,0.681524386,0.713787171,0.974148556
95,2,1,1252,138,99,0.2,0.2,4361,21604,1.3,527,1724755,0.914248291,0.681641516,0.713868707,0.974189797
93,9,9,1437,279,140,0.4,0.8,200790,121184,4.4,2867,1724966,0.914360137,0.681674323,0.713891552,0.974201342
0,29,21,1296,480,160,1.4,2.2,816892,683670,142,89,1725212,0.914490535,0.681712565,0.713918185,0.974214795
76,7,0,3313,416,319,7,2,191003,12980,4,506,1725306,0.914540362,0.681727175,0.713928362,0.974219933
96,1,0,1228,42,38,0.2,0.2,7176,15793,2,2083,1725482,0.914633655,0.681754527,0.713947415,0.974229552
87,9,3,3120,405,277,1,1.79,162000,110195,2,566,1725613,0.914703095,0.681774883,0.713961597,0.974236709
85,1,0,4945,429,241,0.6,1.4,93810,41867,1,173,1726893,0.91538159,0.681973656,0.714100139,0.974306535
94,3,2,857,94,90,0.2,0.2,94949,27795,2.6,126,1727936,0.915934457,0.682135456,0.714213,0.974363292
84,14,13,3398,511,103,2.2,2.2,125593,29286,1,138,1728011,0.915974213,0.682147085,0.714221114,0.974367369
98,1,1,220,29,31,0,0,36999,8324,1,7143,1728875,0.916432197,0.682280995,0.714314584,0.974414283
65,51,4,3831,205,153,11.38,32.53,191661,63592,1,336,1729090,0.916546163,0.682314302,0.71433784,0.974425944
78,43,46,3083,467,407,8.2,2,224444,18218,4.2,636,1729440,0.916731689,0.682368508,0.714375697,0.974444916
84,1,0,4165,259,163,0.8,1,55069,162071,1.5,424,1729688,0.916863148,0.682406906,0.714402519,0.97445835
89,7,2,3855,274,191,1.2,2,130110,115049,3.4,3078,1731144,0.917634936,0.682632173,0.714559963,0.974537079
84,3,1,2424,149,161,1.6,2.2,204632,239445,2.4,8289,1731365,0.917752082,0.682666339,0.714583856,0.974549008
76,5,1,4983,316,333,3,5.6,253911,596257,1.4,826,1731413,0.917777526,0.682673759,0.714589045,0.974551598
78,11,9,2595,207,110,1.2,3.78,711926,75023,1.5,158,1731416,0.917779116,0.682674223,0.714589369,0.97455176
78,45,22,4121,620,535,2.6,4.8,917846,711555,2,178,1731490,0.917818341,0.682685661,0.714597369,0.974555752
93,3,0,3915,155,118,0.6,1.2,106588,78827,2.2,2689,1731747,0.917954571,0.682725381,0.714625152,0.974569613
93,66,35,2183,133,124,0.2,0.2,74204,52963,3.8,474,1732306,0.918250882,0.682811743,0.714685577,0.974599737
98,0,0,219,29,24,0.2,0.2,84857,13021,1.6,7310,1732986,0.918611333,0.682916741,0.714759071,0.974636332
97,16,23,172,22,10,0.2,0.2,105725,6405,2.2,3688,1734565,0.91944832,0.683160308,0.714929684,0.974721107
99,0,0,138,8,13,0.2,0.2,490,9087,1,583,1734995,0.919676252,0.683226577,0.714976135,0.974744143
0,10,7,2489,174,104,0.2,0.2,62847,19508,167,91,1735434,0.919908954,0.683294208,0.715023554,0.974767641
77,23,4,3365,307,239,5,3.6,425526,43983,2.6,241,1736312,0.92037436,0.68342939,0.715118378,0.97481457
75,12,0,1930,148,75,5.2,22,293028,25681,1,166,1737504,0.921006208,0.683612749,0.715247083,0.974878143
89,10,6,476,44,54,1.4,1.2,30286,32718,2,479,1737786,0.921155689,0.683656099,0.715277527,0.97489316
0,6,5,1582,320,106,0.2,0.2,480602,468110,224,88,1738142,0.921344396,0.683710809,0.715315956,0.974912104
86,2,0,5377,1152,648,0.4,0.6,47614,86407,1.3,140,1738148,0.921347576,0.683711731,0.715316604,0.974912423
99,0,0,149,10,11,0.2,0.2,3890,9804,1,8673,1738904,0.921748312,0.683827856,0.715398202,0.974952605
95,0,0,1450,101,92,0.2,0.2,16511,19169,1,128,1739216,0.921913695,0.683875757,0.715431874,0.974969169
88,5,1,729,91,27,1.4,1.8,65918,2998,1.8,1584,1739299,0.921957692,0.683888498,0.715440831,0.974973573
88,5,0,4036,354,200,0.8,0.8,32404,49327,1.5,193,1739701,0.922170781,0.683950193,0.715484211,0.974994896
92,3,2,1570,83,82,0.6,1.2,48697,17966,1.5,1903,1741133,0.922929848,0.684169784,0.715638706,0.975070703
84,34,15,2332,237,137,2.81,3.61,127453,67398,1,200,1741270,0.923002468,0.684190778,0.715653484,0.975077943
84,4,0,2447,654,103,3.19,5.59,176546,30365,1.5,328,1741510,0.923129686,0.684227549,0.715679371,0.975090622
97,2,1,230,12,15,0.8,0.8,9104,3377,1.2,7233,1741774,0.923269625,0.684267988,0.715707846,0.975104561
0,19,17,3516,243,200,0.2,0.2,11558,30861,132,87,1742373,0.92358714,0.684359707,0.715772446,0.97513616
94,2,0,1576,70,67,0.4,1.2,5597,19216,1,935,1742376,0.92358873,0.684360166,0.71577277,0.975136318
92,5,2,1463,125,152,1,0.8,501614,26240,1.7,737,1742504,0.92365658,0.684379759,0.715786573,0.975143065
81,13,0,5489,424,405,1.4,1.6,315121,171566,2,153,1742603,0.923709057,0.684394912,0.715797248,0.975148282
0,5,4,1188,148,113,0.2,0.2,286813,28275,126,93,1744074,0.924488796,0.684619899,0.715955845,0.975225673
83,16,0,2845,334,158,6,3.4,932280,17609,5.8,5058,1744550,0.924741112,0.68469264,0.716007154,0.975250664
87,21,19,3374,558,226,1.4,3.2,615882,590566,1,434,1745672,0.925335855,0.684863978,0.716128074,0.975309472
96,1,0,432,43,25,0.8,3.2,24364,8293,1,1404,1745691,0.925345926,0.684866878,0.716130122,0.975310466
90,3,0,1193,145,152,0.8,2.6,217173,106950,1,576,1745819,0.925413776,0.684886414,0.716143914,0.975317166
86,14,11,5552,321,158,2.2,7.4,866968,48363,1,425,1746229,0.925631106,0.684948974,0.716188092,0.975338614
89,37,42,1295,52,52,0.2,0.2,16813,20187,1.2,297,1746654,0.925856388,0.685013798,0.716233881,0.975360827
83,24,30,2583,242,171,1.4,2,40055,108188,4,648,1747144,0.926116124,0.685088506,0.716286667,0.975386412
92,6,4,1090,84,52,1.4,2.2,181014,31665,1.3,175,1748077,0.926610684,0.685230668,0.716387161,0.975435056
78,12,6,1579,52,71,4.01,3.61,109697,163903,1,186,1748329,0.926744262,0.685269045,0.7164143,0.975448177
88,6,5,2350,249,160,0.8,4.99,26124,120519,1.6,449,1749050,0.927126446,0.685378799,0.71649194,0.975485682
77,11,8,5409,520,317,1.39,1.99,120655,113146,4.2,248,1749576,0.927405265,0.685458825,0.716548574,0.975513007
88,58,74,3580,306,157,1.2,4.8,85007,28708,5.4,354,1749677,0.927458803,0.685474187,0.716559447,0.97551825
86,68,81,4483,538,375,0.2,0.2,607400,196340,1.8,137,1750114,0.927690445,0.685540638,0.716606492,0.975540924
90,2,1,3898,181,176,0.2,0.2,12690,211636,1,281,1750694,0.927997888,0.685628794,0.716668924,0.975570984
77,8,1,3416,467,365,5.6,1.6,251705,69298,2.3,181,1750955,0.928136238,0.68566845,0.716697016,0.975584499
82,2,0,534,59,64,2.2,2.2,95619,57562,2.8,1100,1751203,0.928267696,0.685706122,0.716723706,0.975597335
81,4,2,4121,373,191,0.6,3.4,363786,349279,2.2,200,1751608,0.928482376,0.685767625,0.716767291,0.975618281
96,2,1,2072,95,103,0.2,0.2,17251,137276,2.4,313,1752392,0.928897954,0.68588662,0.716851651,0.975658777
94,26,15,1558,153,121,0.6,2.2,60536,78144,2.4,1384,1752755,0.929090371,0.685941687,0.716890705,0.975677504
84,95,39,3847,323,263,0.8,0.8,306175,83615,3,221,1753355,0.929408416,0.68603267,0.71695525,0.975708427
90,3,0,1777,146,85,1,1.4,61198,40040,1.3,457,1753565,0.929519731,0.686064502,0.716977839,0.975719241
83,34,15,884,154,88,2.2,2.4,535664,108937,1.6,2899,1753942,0.929719569,0.686121634,0.717018389,0.975738642
94,1,0,1016,104,89,0.4,0.2,261950,100828,2.6,1581,1754102,0.929804381,0.686145876,0.717035597,0.975746871
98,3,1,817,53,53,0.4,0.4,5296,28655,2.2,190,1754422,0.929974005,0.686194348,0.717070012,0.975763321
84,4,3,2142,321,196,1.4,1.4,668115,48198,1.5,346,1754712,0.930127727,0.686238264,0.717101198,0.975778219
0,6,1,1381,158,119,1.4,2,27168,22368,514,92,1755198,0.930385343,0.686311836,0.717153457,0.975803166
88,10,1,1552,186,131,1,1.4,178399,72127,4.4,297,1755293,0.9304357,0.686326214,0.717163671,0.975808039
98,2,2,223,14,16,0.2,0.2,7619,8803,1,6813,1756008,0.930814703,0.686434386,0.717240542,0.975844687
86,1,0,3839,317,164,0.6,1.2,97366,49773,1.5,157,1756248,0.930941921,0.68647068,0.717266342,0.975856976
73,33,7,3829,384,272,7.4,9,74593,51008,4.2,175,1756295,0.930966834,0.686477787,0.717271394,0.975859381
75,41,11,4185,549,252,5.79,7.39,112159,92205,2.8,132,1757352,0.931527123,0.686637535,0.717385003,0.975913424
88,13,12,3053,353,166,0.8,2,373103,39226,1.8,848,1757904,0.931819724,0.686720901,0.717444322,0.975941598
79,24,9,3080,259,206,4.6,4.8,806120,142362,2.5,206,1758669,0.932225231,0.686836369,0.717526518,0.97598059
0,17,6,973,128,56,1,1.2,567287,27588,180,90,1758770,0.932278768,0.686851608,0.717537369,0.975985733
0,23,0,4831,734,622,10.6,3.4,839067,549586,335,64,1758986,0.932393264,0.686884193,0.717560575,0.975996729
82,13,5,2269,280,187,1,1,198481,65015,1,243,1759709,0.932776508,0.686993219,0.717638239,0.976033497
69,14,8,4553,630,444,7.2,5.8,369317,58485,2.2,208,1759920,0.932888354,0.687025024,0.717660902,0.976044217
91,4,1,2681,146,81,0.4,0.4,47057,9705,4.8,2727,1759920,0.932888354,0.687025024,0.717660902,0.976044217
96,0,0,186,15,16,0.2,0.2,17025,18527,1,2668,1760186,0.933029353,0.687065111,0.717689471,0.976057724
85,5,1,1056,159,90,3.78,2.39,392045,14382,2,11346,1760221,0.933047906,0.687070385,0.71769323,0.9760595
91,5,0,1732,144,79,0.4,0.4,163239,11850,1.6,442,1760808,0.93335906,0.687158812,0.717756269,0.976089279
66,34,1,3783,444,258,9,20,265747,38436,3.2,128,1761134,0.933531864,0.687207901,0.717791274,0.9761058
93,2,1,1555,263,117,0.6,2,749837,68458,1,2255,1761776,0.933872172,0.687304532,0.717860204,0.976138304
88,6,5,1962,119,94,1.2,1.2,183425,37920,2,310,1762008,0.933995149,0.687339439,0.717885111,0.976150038
92,2,0,2399,57,58,2.4,2.4,67724,39491,2.4,691,1762445,0.934226791,0.68740517,0.717932022,0.976172127
81,8,6,5435,151,107,2,7.19,71250,38841,3,606,1763118,0.934583531,0.687506349,0.718004259,0.976206104
97,1,1,555,25,30,0.2,0.2,2714,18782,1,649,1763296,0.934677884,0.687533099,0.718023362,0.976215082
69,13,0,4156,431,382,9.2,4.4,221914,53340,1.8,209,1763360,0.934711809,0.687542717,0.718030231,0.97621831
91,3,1,1127,107,53,1.8,2.8,218100,27522,1,2882,1763821,0.934956173,0.687611974,0.718079703,0.976241544
93,79,101,1076,143,103,0.2,0.2,49908,52017,1.7,140,1764458,0.935293831,0.687707626,0.718148054,0.976273611
93,0,0,1489,66,95,0.2,0.2,8486,21015,1,227,1765843,0.936027984,0.687915414,0.718296631,0.976343184
0,14,10,1338,123,128,0.6,0.4,122682,43380,167,88,1766666,0.936464235,0.688038766,0.718384896,0.976384429
86,11,11,3963,447,315,0.4,0.2,372521,39189,3,203,1766731,0.93649869,0.688048504,0.718391867,0.976387683
94,1,0,3506,250,131,0.2,0.2,42730,93229,2.2,3194,1767232,0.936764257,0.688123546,0.718445589,0.976412753
83,8,0,2831,417,336,4.8,3.4,179630,72118,1,946,1768696,0.937540286,0.688342642,0.718602539,0.976485857
92,2,1,298,54,33,0.4,1.8,49708,11652,1.8,3916,1769032,0.937718391,0.688392886,0.718638553,0.976502603
94,11,8,1559,148,116,0.6,0.4,199193,222198,3.8,2410,1769712,0.938078841,0.688494526,0.718711429,0.976536457
98,0,0,160,17,14,0.2,0.2,2535,5991,1.2,8073,1769870,0.938162593,0.688518134,0.71872836,0.976544316
94,2,0,1367,83,63,1.4,4.2,97573,20902,1.4,215,1771302,0.938921659,0.688731946,0.718881786,0.976615425
74,5,0,4896,168,120,4,8.4,137924,143835,3.8,300,1771971,0.939276279,0.688831743,0.718953446,0.976648572
95,1,0,1380,58,61,0.2,0.2,54217,79770,2,4671,1772094,0.939341478,0.688850085,0.71896662,0.976654661
95,1,1,470,48,35,0.4,0.4,160644,60051,1,8717,1772248,0.93942311,0.688873046,0.718983114,0.976662283
94,2,1,2587,198,100,0.2,0.2,956702,135821,6,642,1773744,0.940216101,0.689095942,0.719143307,0.976736192
77,11,3,5387,362,355,2.8,2.2,298240,160510,7,396,1774579,0.940658713,0.689220225,0.719232695,0.976777343
86,2,1,845,50,36,0.6,2,35281,7141,3.2,519,1775840,0.941327136,0.689407742,0.719367655,0.97683935
96,2,0,1626,70,41,0.8,0.4,15766,21115,1.2,8342,1776678,0.941771339,0.689532242,0.719457321,0.976880465
83,9,0,4601,216,153,2,2.6,118313,27230,3.6,319,1776871,0.941873643,0.689560902,0.719477969,0.976889924
93,1,0,214,30,32,0.2,0.2,2422,6393,2,489,1776888,0.941882654,0.689563427,0.719479788,0.976890757
95,0,0,906,187,50,0.2,0.2,194669,144179,4,1082,1777844,0.942389405,0.68970532,0.719582053,0.976937552
95,14,18,282,23,29,0.4,0.4,7368,11958,1.2,7665,1778386,0.942676706,0.689785712,0.719640022,0.97696404
90,4,1,1919,126,121,0.8,0.4,32030,174094,1.5,232,1779424,0.943226923,0.689939568,0.71975102,0.977014684
91,2,0,3500,380,219,0.4,0.6,120741,28679,1.5,257,1779862,0.943459095,0.690004448,0.719797849,0.97703602
77,32,10,2843,330,185,7.58,4.79,243642,129323,6.2,1048,1782467,0.944839939,0.690389805,0.720076265,0.977162509
81,15,11,5885,231,159,0.8,3.2,224023,51705,1.6,150,1783810,0.945551829,0.690588131,0.720219736,0.977227447
98,0,0,189,12,15,0.4,1.2,435,6804,1,7918,1785865,0.946641131,0.69089115,0.720439181,0.977326456
92,1,0,2008,157,91,0.2,0.2,176272,59457,3.2,385,1791611,0.949686938,0.691735537,0.721052214,0.977601016
91,13,2,2362,112,92,0.6,0.8,40671,13680,3.4,4983,1795552,0.951775961,0.692312229,0.721472198,0.977787404
93,1,0,1030,49,34,0.4,0.2,94546,25256,1.2,717,1801952,0.955168436,0.693244533,0.722153404,0.97808679
97,0,0,1296,83,46,0.2,0.2,14795,12066,2,301,1806056,0.957343861,0.693839644,0.722589687,0.978276645
90,23,10,1365,196,145,2.8,0.8,97335,28899,1.8,7263,1811906,0.960444796,0.694684274,0.723210852,0.978544431
91,41,59,1487,167,82,0.2,0.2,119806,62598,1.7,174,1813288,0.961177359,0.694883183,0.72335747,0.978607209
96,2,1,1413,47,51,0.4,0.6,23046,23823,1.2,1181,1815641,0.962424623,0.695221298,0.723606992,0.978713673
89,0,0,1769,87,67,0.2,0.2,5565,13635,2,4169,1815754,0.962484522,0.695237518,0.723618972,0.978718772
90,40,56,2735,180,137,0.2,0.2,364701,383083,1.3,1181,1816878,0.963080325,0.695398772,0.723738114,0.97876943
94,24,35,751,89,62,0.2,0.2,89416,20160,1,405,1819552,0.964497744,0.695781765,0.724021424,0.978889459
96,1,0,760,29,31,0.2,0.2,2795,15330,1,129,1819845,0.964653056,0.695823677,0.724052457,0.97890257
97,2,1,252,37,35,0.2,0.2,45099,27346,1,7293,1821429,0.965492693,0.696050076,0.724220185,0.978973308
88,3,0,3089,196,200,0.4,0.6,33992,134141,3,583,1821627,0.965597648,0.696078354,0.724241147,0.978982133
83,223,44,3169,245,254,0.4,1.8,341846,241158,1,143,1821658,0.96561408,0.696082781,0.724244428,0.978983515
85,2,0,3021,336,243,1.4,4.2,174664,129337,1.2,195,1821778,0.965677689,0.696099916,0.724257132,0.978988861
96,0,0,450,170,40,0.2,0.2,213146,200908,3.4,972,1822544,0.966083726,0.696209255,0.724338214,0.979022959
93,5,5,2307,116,91,0.2,0.2,67285,70594,1.2,148,1824160,0.966940326,0.696439685,0.72450922,0.979094711
99,1,1,149,12,14,0.2,0.2,8142,11981,1,8622,1825290,0.96753931,0.696600624,0.724628759,0.979144739
85,20,8,2659,167,106,2.8,3.6,366490,256385,4.8,174,1826728,0.968301557,0.696805202,0.724780833,0.979208229
96,1,0,383,100,33,0.6,0.8,654200,182333,2.8,5679,1826779,0.968328591,0.696812453,0.724786225,0.979210478
95,1,1,1199,75,59,0.4,0.4,19530,29379,2,3011,1827064,0.968479662,0.696852967,0.724816359,0.979223037
61,45,0,3910,282,166,11.58,32.73,103815,31905,1.8,142,1827112,0.968505106,0.696859789,0.724821433,0.979225151
83,23,9,2195,171,141,2.4,4.4,121359,54590,3,195,1828232,0.969098789,0.697018898,0.724939831,0.979274427
86,6,2,3727,228,203,1.4,1.2,118911,202558,1,283,1829136,0.969577976,0.697147209,0.725035371,0.979314115
96,1,1,491,62,57,0.2,0.2,35989,9102,2.2,1081,1829272,0.969650066,0.697166504,0.725049743,0.979320079
97,0,0,186,17,29,0.2,0.2,463,2680,1,7420,1830402,0.97024905,0.697326734,0.725169136,0.979369567
88,34,46,1888,171,118,1.2,3.01,30939,20025,2,332,1832568,0.971397191,0.697633427,0.7253979,0.979464096
94,3,2,1042,93,71,0.4,0.4,85904,36139,2.2,1566,1832586,0.971406732,0.697635973,0.725399801,0.97946488
97,1,0,1195,52,68,0.2,0.2,19030,47276,3,192,1832846,0.971544552,0.697672749,0.725427253,0.979476197
95,0,0,494,23,24,0.2,0.2,1091,11026,1.2,284,1833245,0.971756051,0.697729169,0.725469378,0.979493553
89,1,1,2706,144,226,0.2,0.2,77750,480168,2.4,159,1833296,0.971783085,0.697736379,0.725474762,0.979495771
92,4,1,2727,232,132,0.8,2.4,10052,25310,1,147,1834381,0.972358216,0.697889698,0.725589291,0.979542887
77,4,0,815,125,44,2.6,2.4,726462,152999,2,2170,1834694,0.972524129,0.6979339,0.725622324,0.979556459
97,1,1,212,41,37,0.2,0.2,256240,253263,2.4,4639,1835992,0.973212165,0.698117079,0.725759287,0.979612645
89,3,0,1712,240,223,2.6,0.8,68879,24541,1,941,1836408,0.973432676,0.698175743,0.725803174,0.979630619
89,3,1,1084,95,34,2.6,3,406873,20007,2.6,7141,1837072,0.973784646,0.698269337,0.725873215,0.979659277
98,0,0,282,38,30,0.2,0.2,29983,7955,2,845,1837142,0.973821751,0.698279201,0.725880598,0.979662295
88,15,20,413,38,23,2.2,2.2,80964,22418,1.2,6812,1837168,0.973835533,0.698282864,0.72588334,0.979663416
80,80,45,4068,450,312,2.2,3.6,311482,221885,1,170,1838771,0.974685242,0.698508575,0.72605238,0.97973242
92,11,10,2961,141,102,0.2,0.2,94910,22005,1,329,1840018,0.975346245,0.698683944,0.726183834,0.979785937
94,5,3,834,92,58,0.2,0.2,16364,32224,1,669,1842325,0.976569126,0.699007887,0.726426926,0.979884573
92,1,0,1773,98,121,0.4,0.4,48938,29183,4,150,1844602,0.977776105,0.699326988,0.726666724,0.979981454
84,2,1,4502,256,169,0.2,0.2,191500,262830,4.6,1673,1845095,0.978037432,0.699395996,0.726718626,0.980002368
83,58,33,3809,176,142,4,4.4,237419,121316,3.6,1202,1845479,0.97824098,0.699449725,0.726759049,0.980018644
77,156,164,5119,328,242,2.6,1.4,270639,219650,3.8,178,1847104,0.979102351,0.699676902,0.726930067,0.98008737
96,0,0,345,179,36,0.2,0.2,28958,14830,1.2,5286,1847163,0.979133625,0.699685144,0.726936275,0.980089861
83,9,1,1983,193,120,2.6,1.8,265901,36296,2.2,152,1847184,0.979144757,0.699688078,0.726938484,0.980090748
98,1,1,262,49,13,0.2,0.2,36285,9884,1.8,7914,1847216,0.979161719,0.699692548,0.726941851,0.980092099
81,3,0,1755,344,251,2.6,5.8,686906,120820,2.8,2492,1847401,0.979259783,0.699718389,0.726961316,0.980099906
87,3,1,597,59,42,2.2,2.2,196705,159142,1.4,5263,1847526,0.979326042,0.699735846,0.726974468,0.98010518
93,13,9,1555,165,96,0.6,0.6,90145,58107,1.5,207,1850714,0.981015919,0.700180451,0.72730975,0.980239205
96,13,11,913,143,66,0.2,0.2,182190,185325,3,2558,1850770,0.981045603,0.70018825,0.727315638,0.980241551
91,64,91,2057,144,114,1,0.8,104539,55435,2.2,331,1851074,0.981206746,0.700230581,0.727347595,0.980254283
97,1,1,755,72,47,0.2,0.2,3357,10955,1.4,1266,1852026,0.981711377,0.700363072,0.727447659,0.9802941
83,24,7,1528,263,157,1.6,2.4,136375,55872,1.2,194,1852661,0.982047974,0.700451386,0.72751439,0.980320614
90,29,33,1025,122,116,4.6,3.2,62602,24649,1.6,7207,1852827,0.982135966,0.700474465,0.727531833,0.980327539
86,9,0,3332,291,220,2.4,1.6,202138,67219,1.3,204,1853040,0.982248872,0.700504073,0.727554214,0.980336421
89,0,0,2351,180,98,0.2,0.2,51956,50448,1.8,687,1853062,0.982260534,0.700507131,0.727556525,0.980337339
93,0,0,574,41,39,0.2,0.2,1714,16923,2,1053,1853190,0.982328383,0.700524921,0.727569974,0.980342674
97,7,3,267,46,14,0.2,0.2,280930,20146,1.6,7252,1854566,0.983057765,0.700716039,0.727714522,0.980399941
